           X            Y 
     1.00000 	   3451.24000 
     2.00000 	   3147.48000 
     3.00000 	   3087.24000 
     4.00000 	   2908.12000 
     5.00000 	   2728.48000 
     6.00000 	   2629.80000 
     7.00000 	   2439.12000 
     8.00000 	   2299.04000 
     9.00000 	   2157.20000 
    10.00000 	   2158.12000 
    11.00000 	   2007.48000 
    12.00000 	   1980.68000 
    13.00000 	   1844.56000 
    14.00000 	   1793.16000 
    15.00000 	   1647.08000 
    16.00000 	   1623.68000 
    17.00000 	   1492.80000 
    18.00000 	   1482.44000 
    19.00000 	   1430.20000 
    20.00000 	   1339.24000 
    21.00000 	   1310.28000 
    22.00000 	   1272.36000 
    23.00000 	   1144.40000 
    24.00000 	   1135.88000 
    25.00000 	   1106.24000 
    26.00000 	   1126.76000 
    27.00000 	   1008.52000 
    28.00000 	   1048.16000 
    29.00000 	    968.68000 
    30.00000 	    910.12000 
    31.00000 	    868.52000 
    32.00000 	    897.92000 
    33.00000 	    838.60000 
    34.00000 	    842.00000 
    35.00000 	    791.68000 
    36.00000 	    815.04000 
    37.00000 	    740.48000 
    38.00000 	    694.80000 
    39.00000 	    681.44000 
    40.00000 	    718.20000 
    41.00000 	    682.56000 
    42.00000 	    687.64000 
    43.00000 	    615.12000 
    44.00000 	    594.12000 
    45.00000 	    614.32000 
    46.00000 	    570.08000 
    47.00000 	    602.44000 
    48.00000 	    583.36000 
    49.00000 	    543.20000 
    50.00000 	    528.80000 
    51.00000 	    525.68000 
    52.00000 	    532.32000 
    53.00000 	    531.76000 
    54.00000 	    491.96000 
    55.00000 	    477.56000 
    56.00000 	    506.36000 
    57.00000 	    481.16000 
    58.00000 	    462.08000 
    59.00000 	    449.08000 
    60.00000 	    415.32000 
    61.00000 	    414.80000 
    62.00000 	    433.56000 
    63.00000 	    435.64000 
    64.00000 	    433.68000 
    65.00000 	    394.40000 
    66.00000 	    418.08000 
    67.00000 	    405.28000 
    68.00000 	    415.64000 
    69.00000 	    420.80000 
    70.00000 	    388.32000 
    71.00000 	    386.60000 
    72.00000 	    354.64000 
    73.00000 	    350.08000 
    74.00000 	    366.84000 
    75.00000 	    379.80000 
    76.00000 	    328.80000 
    77.00000 	    328.08000 
    78.00000 	    326.48000 
    79.00000 	    348.72000 
    80.00000 	    346.08000 
    81.00000 	    325.92000 
    82.00000 	    314.08000 
    83.00000 	    342.20000 
    84.00000 	    307.76000 
    85.00000 	    337.40000 
    86.00000 	    284.16000 
    87.00000 	    323.28000 
    88.00000 	    307.32000 
    89.00000 	    298.12000 
    90.00000 	    301.28000 
    91.00000 	    283.84000 
    92.00000 	    290.04000 
    93.00000 	    290.84000 
    94.00000 	    295.92000 
    95.00000 	    301.68000 
    96.00000 	    262.96000 
    97.00000 	    296.84000 
    98.00000 	    266.88000 
    99.00000 	    277.32000 
   100.00000 	    268.72000 
   101.00000 	    264.24000 
   102.00000 	    270.12000 
   103.00000 	    290.12000 
   104.00000 	    261.72000 
   105.00000 	    283.56000 
   106.00000 	    254.72000 
   107.00000 	    276.64000 
   108.00000 	    250.44000 
   109.00000 	    281.36000 
   110.00000 	    238.28000 
   111.00000 	    241.72000 
   112.00000 	    255.28000 
   113.00000 	    267.16000 
   114.00000 	    233.96000 
   115.00000 	    219.64000 
   116.00000 	    248.24000 
   117.00000 	    240.52000 
   118.00000 	    236.36000 
   119.00000 	    232.76000 
   120.00000 	    249.28000 
   121.00000 	    240.64000 
   122.00000 	    217.84000 
   123.00000 	    234.36000 
   124.00000 	    243.68000 
   125.00000 	    240.36000 
   126.00000 	    219.36000 
   127.00000 	    207.92000 
   128.00000 	    237.28000 
   129.00000 	    223.32000 
   130.00000 	    214.88000 
   131.00000 	    197.28000 
   132.00000 	    256.92000 
   133.00000 	    223.48000 
   134.00000 	    213.04000 
   135.00000 	    216.40000 
   136.00000 	    223.32000 
   137.00000 	    215.80000 
   138.00000 	    223.48000 
   139.00000 	    209.84000 
   140.00000 	    199.00000 
   141.00000 	    203.80000 
   142.00000 	    197.00000 
   143.00000 	    219.72000 
   144.00000 	    217.68000 
   145.00000 	    197.68000 
   146.00000 	    221.44000 
   147.00000 	    194.40000 
   148.00000 	    212.72000 
   149.00000 	    198.32000 
   150.00000 	    218.56000 
   151.00000 	    206.00000 
   152.00000 	    204.76000 
   153.00000 	    207.96000 
   154.00000 	    197.08000 
   155.00000 	    191.04000 
   156.00000 	    192.56000 
   157.00000 	    188.32000 
   158.00000 	    189.04000 
   159.00000 	    200.92000 
   160.00000 	    192.84000 
   161.00000 	    174.92000 
   162.00000 	    190.16000 
   163.00000 	    218.12000 
   164.00000 	    181.36000 
   165.00000 	    192.40000 
   166.00000 	    192.48000 
   167.00000 	    206.12000 
   168.00000 	    206.80000 
   169.00000 	    183.96000 
   170.00000 	    182.28000 
   171.00000 	    165.88000 
   172.00000 	    182.04000 
   173.00000 	    203.16000 
   174.00000 	    170.00000 
   175.00000 	    183.64000 
   176.00000 	    192.52000 
   177.00000 	    176.48000 
   178.00000 	    191.56000 
   179.00000 	    192.24000 
   180.00000 	    171.40000 
   181.00000 	    159.80000 
   182.00000 	    184.64000 
   183.00000 	    183.96000 
   184.00000 	    177.08000 
   185.00000 	    169.00000 
   186.00000 	    169.04000 
   187.00000 	    187.80000 
   188.00000 	    177.92000 
   189.00000 	    174.72000 
   190.00000 	    181.52000 
   191.00000 	    176.16000 
   192.00000 	    156.20000 
   193.00000 	    193.00000 
   194.00000 	    171.92000 
   195.00000 	    179.48000 
   196.00000 	    185.92000 
   197.00000 	    172.20000 
   198.00000 	    173.16000 
   199.00000 	    157.20000 
   200.00000 	    160.52000 
   201.00000 	    162.72000 
   202.00000 	    188.16000 
   203.00000 	    173.44000 
   204.00000 	    165.92000 
   205.00000 	    174.88000 
   206.00000 	    172.00000 
   207.00000 	    155.56000 
   208.00000 	    152.56000 
   209.00000 	    188.52000 
   210.00000 	    147.68000 
   211.00000 	    155.20000 
   212.00000 	    166.28000 
   213.00000 	    145.08000 
   214.00000 	    163.80000 
   215.00000 	    167.60000 
   216.00000 	    141.32000 
   217.00000 	    164.56000 
   218.00000 	    164.96000 
   219.00000 	    176.64000 
   220.00000 	    170.80000 
   221.00000 	    144.48000 
   222.00000 	    165.08000 
   223.00000 	    153.72000 
   224.00000 	    175.64000 
   225.00000 	    173.80000 
