,Slice,Mean Intensity
1476,1476,300.8808
1477,1477,300.3052
1478,1478,297.3768
1479,1479,295.5012
1480,1480,295.9316
1481,1481,294.3312
1482,1482,293.4488
1483,1483,291.7732
1484,1484,293.0576
1485,1485,291.6404
1486,1486,290.9432
1487,1487,288.872
1488,1488,289.1072
1489,1489,289.0524
1490,1490,289.4436
1491,1491,291.1928
1492,1492,289.8208
1493,1493,291.804
1494,1494,290.7088
1495,1495,288.3288
1496,1496,290.5656
1497,1497,292.1264
1498,1498,292.8312
1499,1499,293.1336
1500,1500,294.1136
1501,1501,294.9732
1502,1502,291.9132
1503,1503,296.23
1504,1504,294.8328
1505,1505,296.1068
1506,1506,290.1916
1507,1507,294.0832
1508,1508,296.2212
1509,1509,294.3076
1510,1510,294.638
1511,1511,293.4704
1512,1512,293.6568
1513,1513,294.2184
1514,1514,294.556
1515,1515,295.9112
1516,1516,294.748
1517,1517,294.644
1518,1518,293.5624
1519,1519,294.8832
1520,1520,293.876
1521,1521,305.1368
1522,1522,294.8592
1523,1523,294.8876
1524,1524,293.5084
1525,1525,295.0492
1526,1526,295.5832
1527,1527,294.924
1528,1528,293.51
1529,1529,296.4476
1530,1530,295.6464
1531,1531,293.5864
1532,1532,292.3768
1533,1533,293.2364
1534,1534,292.4832
1535,1535,293.1272
1536,1536,291.9092
1537,1537,292.3336
1538,1538,295.7424
1539,1539,296.5836
1540,1540,296.7136
1541,1541,297.6488
1542,1542,297.9944
1543,1543,298.036
1544,1544,298.6132
1545,1545,296.8436
1546,1546,294.8396
1547,1547,294.3532
1548,1548,293.8692
1549,1549,295.6868
1550,1550,295.652
1551,1551,294.0316
1552,1552,294.6924
1553,1553,296.4468
1554,1554,296.396
1555,1555,294.3424
1556,1556,296.0328
1557,1557,294.8552
1558,1558,294.7308
1559,1559,293.6504
1560,1560,293.1184
1561,1561,293.602
1562,1562,293.0728
1563,1563,293.83
1564,1564,293.2164
1565,1565,294.8412
1566,1566,294.8744
1567,1567,296.2528
1568,1568,292.9936
1569,1569,295.1228
1570,1570,295.0708
1571,1571,293.818
1572,1572,293.8248
1573,1573,293.8956
1574,1574,294.5864
1575,1575,294.7152
1576,1576,295.6468
1577,1577,294.784
1578,1578,293.9876
1579,1579,294.9644
1580,1580,293.3932
1581,1581,294.702
1582,1582,294.3536
1583,1583,292.4292
1584,1584,291.7156
1585,1585,292.5296
1586,1586,294.3648
1587,1587,293.2832
1588,1588,292.346
1589,1589,292.238
1590,1590,292.296
1591,1591,293.0232
1592,1592,292.506
1593,1593,292.7072
1594,1594,293.9428
1595,1595,291.4876
